  -1.0000000e+00  -1.0000000e+00   8.0000000e+00
  -1.0000000e+00  -9.7979798e-01   7.8392001e+00
  -1.0000000e+00  -9.5959596e-01   7.6800326e+00
  -1.0000000e+00  -9.3939394e-01   7.5224977e+00
  -1.0000000e+00  -9.1919192e-01   7.3665952e+00
  -1.0000000e+00  -8.9898990e-01   7.2123253e+00
  -1.0000000e+00  -8.7878788e-01   7.0596878e+00
  -1.0000000e+00  -8.5858586e-01   6.9086828e+00
  -1.0000000e+00  -8.3838384e-01   6.7593103e+00
  -1.0000000e+00  -8.1818182e-01   6.6115702e+00
  -1.0000000e+00  -7.9797980e-01   6.4654627e+00
  -1.0000000e+00  -7.7777778e-01   6.3209877e+00
  -1.0000000e+00  -7.5757576e-01   6.1781451e+00
  -1.0000000e+00  -7.3737374e-01   6.0369350e+00
  -1.0000000e+00  -7.1717172e-01   5.8973574e+00
  -1.0000000e+00  -6.9696970e-01   5.7594123e+00
  -1.0000000e+00  -6.7676768e-01   5.6230997e+00
  -1.0000000e+00  -6.5656566e-01   5.4884195e+00
  -1.0000000e+00  -6.3636364e-01   5.3553719e+00
  -1.0000000e+00  -6.1616162e-01   5.2239567e+00
  -1.0000000e+00  -5.9595960e-01   5.0941741e+00
  -1.0000000e+00  -5.7575758e-01   4.9660239e+00
  -1.0000000e+00  -5.5555556e-01   4.8395062e+00
  -1.0000000e+00  -5.3535354e-01   4.7146210e+00
  -1.0000000e+00  -5.1515152e-01   4.5913682e+00
  -1.0000000e+00  -4.9494949e-01   4.4697480e+00
  -1.0000000e+00  -4.7474747e-01   4.3497602e+00
  -1.0000000e+00  -4.5454545e-01   4.2314050e+00
  -1.0000000e+00  -4.3434343e-01   4.1146822e+00
  -1.0000000e+00  -4.1414141e-01   3.9995919e+00
  -1.0000000e+00  -3.9393939e-01   3.8861341e+00
  -1.0000000e+00  -3.7373737e-01   3.7743087e+00
  -1.0000000e+00  -3.5353535e-01   3.6641159e+00
  -1.0000000e+00  -3.3333333e-01   3.5555556e+00
  -1.0000000e+00  -3.1313131e-01   3.4486277e+00
  -1.0000000e+00  -2.9292929e-01   3.3433323e+00
  -1.0000000e+00  -2.7272727e-01   3.2396694e+00
  -1.0000000e+00  -2.5252525e-01   3.1376390e+00
  -1.0000000e+00  -2.3232323e-01   3.0372411e+00
  -1.0000000e+00  -2.1212121e-01   2.9384757e+00
  -1.0000000e+00  -1.9191919e-01   2.8413427e+00
  -1.0000000e+00  -1.7171717e-01   2.7458423e+00
  -1.0000000e+00  -1.5151515e-01   2.6519743e+00
  -1.0000000e+00  -1.3131313e-01   2.5597388e+00
  -1.0000000e+00  -1.1111111e-01   2.4691358e+00
  -1.0000000e+00  -9.0909091e-02   2.3801653e+00
  -1.0000000e+00  -7.0707071e-02   2.2928273e+00
  -1.0000000e+00  -5.0505051e-02   2.2071217e+00
  -1.0000000e+00  -3.0303030e-02   2.1230487e+00
  -1.0000000e+00  -1.0101010e-02   2.0406081e+00
  -1.0000000e+00   1.0101010e-02   1.9598000e+00
  -1.0000000e+00   3.0303030e-02   1.8806244e+00
  -1.0000000e+00   5.0505051e-02   1.8030813e+00
  -1.0000000e+00   7.0707071e-02   1.7271707e+00
  -1.0000000e+00   9.0909091e-02   1.6528926e+00
